#{"t_start": 1532378091.8671062, "env_id": "CartPole-v0"}
r,l,t
10.0,10,4.842592
22.0,22,4.889262
18.0,18,4.929756
36.0,36,5.016286
27.0,27,5.071352
27.0,27,5.123589
14.0,14,5.150095
26.0,26,5.201656
37.0,37,5.274082
38.0,38,5.348852
17.0,17,5.382539
24.0,24,5.429865
45.0,45,5.51786
28.0,28,5.572985
14.0,14,5.60004
15.0,15,5.62942
20.0,20,5.66828
45.0,45,5.756009
14.0,14,5.783979
15.0,15,5.813545
13.0,13,5.838803
32.0,32,5.901152
40.0,40,5.979186
14.0,14,6.006689
16.0,16,6.037579
12.0,12,6.061382
12.0,12,6.08484
29.0,29,6.141767
25.0,25,7.021299
9.0,9,7.508594
9.0,9,8.696262
10.0,10,9.314521
9.0,9,9.757943
10.0,10,10.33273
8.0,8,10.723241
9.0,9,11.163453
9.0,9,12.233009
9.0,9,12.723144
9.0,9,13.181068
9.0,9,13.613545
8.0,8,14.001822
11.0,11,15.003818
10.0,10,15.55323
9.0,9,16.010169
9.0,9,16.445674
9.0,9,16.878189
10.0,10,17.37001
12.0,12,18.320231
9.0,9,18.810509
15.0,15,19.56926
19.0,19,20.871305
10.0,10,21.416787
9.0,9,21.896882
14.0,14,22.576801
27.0,27,24.81021
12.0,12,25.449536
12.0,12,26.031446
23.0,23,27.757805
12.0,12,28.340114
11.0,11,28.870934
39.0,39,31.365169
38.0,38,33.509362
15.0,15,34.243706
24.0,24,35.859074
15.0,15,36.769555
10.0,10,37.328958
14.0,14,38.040261
46.0,46,40.658571
112.0,112,46.966643
14.0,14,48.475313
63.0,63,52.172008
19.0,19,53.138492
11.0,11,54.356334
16.0,16,55.159963
13.0,13,55.793276
19.0,19,57.415221
16.0,16,58.198152
37.0,37,60.412931
12.0,12,61.016179
18.0,18,61.899309
42.0,42,64.420249
57.0,57,67.548676
111.0,111,73.526795
107.0,107,79.981071
106.0,106,86.319114
77.0,77,90.441895
117.0,117,97.604504
161.0,161,106.700859
149.0,149,114.956015
200.0,200,127.244532
190.0,190,137.740249
200.0,200,148.966638
200.0,200,161.007198
200.0,200,172.741168
147.0,147,180.859148
163.0,163,190.104736
180.0,180,201.000636
131.0,131,208.626452
200.0,200,220.297319
178.0,178,231.085472
123.0,123,237.926308
200.0,200,249.400139
200.0,200,261.455411
133.0,133,269.544867
200.0,200,281.200365
168.0,168,290.554616
115.0,115,297.031196
133.0,133,304.402092
131.0,131,312.231106
137.0,137,320.01066
146.0,146,329.136177
116.0,116,336.346988
132.0,132,343.683486
139.0,139,352.288467
121.0,121,359.404166
107.0,107,366.544438
112.0,112,373.063998
112.0,112,379.709945
107.0,107,385.931629
107.0,107,392.67331
104.0,104,399.057487
107.0,107,406.048037
102.0,102,412.166761
106.0,106,418.839914
108.0,108,424.889043
104.0,104,430.951457
104.0,104,437.146722
102.0,102,443.135013
113.0,113,450.346768
116.0,116,457.35844
102.0,102,463.399085
107.0,107,470.299179
108.0,108,476.302348
107.0,107,482.608563
102.0,102,488.753705
95.0,95,494.918504
104.0,104,500.976874
99.0,99,506.983037
101.0,101,512.887508
101.0,101,518.437274
107.0,107,524.874568
96.0,96,530.629962
101.0,101,536.649145
