#{"t_start": 1532378091.8653562, "env_id": "CartPole-v0"}
r,l,t
17.0,17,4.859345
15.0,15,4.890977
9.0,9,4.910071
18.0,18,4.95458
14.0,14,4.988503
18.0,18,5.028799
12.0,12,5.052778
25.0,25,5.101833
12.0,12,5.125303
19.0,19,5.161647
66.0,66,5.29135
42.0,42,5.374323
20.0,20,5.413572
24.0,24,5.461
18.0,18,5.49598
26.0,26,5.546876
23.0,23,5.592322
15.0,15,5.621593
24.0,24,5.667902
11.0,11,5.689247
14.0,14,5.715684
28.0,28,5.771781
16.0,16,5.803491
24.0,24,5.850374
18.0,18,5.885584
15.0,15,5.914414
11.0,11,5.936161
28.0,28,5.990769
26.0,26,6.041226
15.0,15,6.071032
10.0,10,6.090372
15.0,15,6.119651
35.0,35,6.927002
9.0,9,7.40435
10.0,10,8.593856
10.0,10,9.262139
10.0,10,9.759303
9.0,9,10.283567
8.0,8,10.675328
9.0,9,11.116431
8.0,8,12.122893
9.0,9,12.616742
10.0,10,13.134618
10.0,10,13.615257
10.0,10,14.1005
9.0,9,15.005514
10.0,10,15.554934
9.0,9,16.011879
8.0,8,16.398969
9.0,9,16.831958
10.0,10,17.322904
13.0,13,18.321939
12.0,12,18.972853
8.0,8,19.37699
24.0,24,20.928159
11.0,11,21.527416
10.0,10,22.045438
22.0,22,23.111986
16.0,16,24.811716
15.0,15,25.599913
21.0,21,27.205412
16.0,16,28.002555
12.0,12,28.582927
12.0,12,29.163141
31.0,31,31.269722
12.0,12,31.847309
52.0,52,34.680008
15.0,15,35.860771
56.0,56,39.232645
130.0,130,46.345599
22.0,22,48.305085
13.0,13,49.002457
14.0,14,49.684782
12.0,12,50.269391
29.0,29,52.271124
104.0,104,58.854662
38.0,38,61.06732
15.0,15,61.803301
13.0,13,62.441981
10.0,10,63.382459
89.0,89,68.088903
100.0,100,73.528508
121.0,121,80.686767
106.0,106,87.067838
123.0,123,94.023626
200.0,200,105.489273
153.0,153,114.030072
200.0,200,126.270307
181.0,181,136.416101
200.0,200,147.597267
168.0,168,157.269397
200.0,200,168.794399
200.0,200,180.7627
186.0,186,191.216797
200.0,200,203.452352
194.0,194,215.061856
200.0,200,226.395998
200.0,200,238.084812
200.0,200,249.550605
178.0,178,260.407224
200.0,200,272.233779
200.0,200,283.935937
154.0,154,292.693659
143.0,143,300.653194
135.0,135,308.226303
118.0,118,315.164399
149.0,149,324.074056
147.0,147,333.245243
163.0,163,342.626268
153.0,153,351.946042
122.0,122,359.10898
111.0,111,366.396533
108.0,108,372.729753
109.0,109,379.255577
109.0,109,385.58792
102.0,102,392.002729
99.0,99,398.217445
95.0,95,403.99624
103.0,103,410.074476
109.0,109,417.160052
108.0,108,423.173943
105.0,105,429.271348
105.0,105,435.891569
112.0,112,442.486841
107.0,107,449.320369
112.0,112,455.765341
101.0,101,461.673424
109.0,109,468.788145
112.0,112,475.401941
110.0,110,481.857343
111.0,111,488.458062
103.0,103,495.086697
96.0,96,500.682064
101.0,101,506.787365
107.0,107,512.988783
103.0,103,518.637511
101.0,101,524.77338
102.0,102,530.832207
102.0,102,536.897455
