#{"t_start": 1532378051.8490567, "env_id": "CartPole-v0"}
r,l,t
16.0,16,3.210838
41.0,41,3.298136
64.0,64,3.433489
68.0,68,3.567576
16.0,16,3.59901
11.0,11,3.621859
25.0,25,3.670847
32.0,32,3.734283
22.0,22,3.777601
24.0,24,3.824842
20.0,20,3.864901
55.0,55,3.973908
49.0,49,4.070073
23.0,23,4.115701
17.0,17,4.149335
17.0,17,4.182538
26.0,26,4.233246
26.0,26,4.284174
18.0,18,4.319207
20.0,20,4.35816
16.0,16,4.389033
15.0,15,4.418299
34.0,34,4.484625
12.0,12,4.507959
13.0,13,5.149832
16.0,16,5.934819
15.0,15,7.001081
11.0,11,7.560377
14.0,14,8.258745
10.0,10,8.761361
12.0,12,9.550987
13.0,13,10.243487
10.0,10,10.759742
18.0,18,11.718199
14.0,14,12.534037
17.0,17,13.388739
14.0,14,14.086877
19.0,19,15.109629
20.0,20,16.10488
19.0,19,17.124663
35.0,35,18.945186
15.0,15,19.769501
12.0,12,20.376339
10.0,10,20.87217
27.0,27,22.209676
21.0,21,23.367037
23.0,23,24.59112
27.0,27,26.0204
15.0,15,26.769729
11.0,11,27.318799
30.0,30,28.902434
19.0,19,29.845989
15.0,15,30.701844
31.0,31,32.246666
15.0,15,33.09189
22.0,22,34.18863
11.0,11,34.739136
15.0,15,35.563101
14.0,14,36.261802
17.0,17,37.14429
22.0,22,38.351369
20.0,20,39.350978
33.0,33,41.315309
12.0,12,41.935116
24.0,24,43.158131
16.0,16,44.114792
30.0,30,45.66506
60.0,60,48.807453
37.0,37,50.701766
84.0,84,55.393199
200.0,200,66.148009
25.0,25,67.404
27.0,27,68.827679
125.0,125,75.623712
143.0,143,83.067318
25.0,25,84.459239
174.0,174,93.780222
200.0,200,104.467798
200.0,200,115.271369
195.0,195,125.928062
88.0,88,130.622932
200.0,200,141.211467
200.0,200,152.105764
12.0,12,152.739987
28.0,28,154.441314
200.0,200,165.32448
200.0,200,176.037888
200.0,200,186.706437
25.0,25,187.981235
122.0,122,194.623743
200.0,200,205.204235
191.0,191,215.286075
200.0,200,225.953478
86.0,86,230.764933
200.0,200,241.735845
200.0,200,252.382316
194.0,194,262.891317
129.0,129,270.257744
200.0,200,281.546448
103.0,103,287.098735
142.0,142,294.812629
200.0,200,306.024805
200.0,200,316.726324
200.0,200,328.039969
200.0,200,339.143102
200.0,200,350.352995
200.0,200,361.333365
200.0,200,372.734807
200.0,200,383.892031
117.0,117,390.270842
168.0,168,399.32958
200.0,200,410.534267
145.0,145,418.612035
200.0,200,429.726353
200.0,200,440.885827
200.0,200,452.269544
200.0,200,463.884043
200.0,200,474.844846
200.0,200,485.645573
200.0,200,496.592902
200.0,200,508.180556
165.0,165,517.244198
120.0,120,523.920942
16.0,16,524.780378
200.0,200,536.396605
200.0,200,547.221745
200.0,200,558.337975
200.0,200,569.012947
