#{"t_start": 1532378051.8256574, "env_id": "CartPole-v0"}
r,l,t
12.0,12,3.225398
11.0,11,3.248772
21.0,21,3.2939
24.0,24,3.345188
15.0,15,3.3799
15.0,15,3.410331
14.0,14,3.438677
18.0,18,3.474305
13.0,13,3.500145
10.0,10,3.519789
11.0,11,3.54156
9.0,9,3.55963
14.0,14,3.586834
34.0,34,3.654881
20.0,20,3.693894
25.0,25,3.743556
17.0,17,3.777224
26.0,26,3.828305
14.0,14,3.856533
29.0,29,3.913898
17.0,17,3.948006
20.0,20,3.987102
13.0,13,4.012971
15.0,15,4.042122
27.0,27,4.095145
15.0,15,4.125067
10.0,10,4.14488
14.0,14,4.172439
21.0,21,4.213492
20.0,20,4.252602
21.0,21,4.293766
28.0,28,4.348084
45.0,45,4.435462
26.0,26,4.48661
15.0,15,4.515727
20.0,20,5.123356
20.0,20,6.105708
10.0,10,6.922389
10.0,10,7.430899
9.0,9,7.882501
22.0,22,8.986049
11.0,11,9.752901
9.0,9,10.214586
10.0,10,10.729936
25.0,25,12.14937
13.0,13,12.808692
19.0,19,13.760545
13.0,13,14.409298
16.0,16,15.282463
13.0,13,15.928985
10.0,10,16.428166
9.0,9,16.876521
9.0,9,17.396481
14.0,14,18.168016
10.0,10,18.668996
23.0,23,19.900182
28.0,28,21.291817
14.0,14,21.984127
35.0,35,23.902242
16.0,16,24.71371
11.0,11,25.344053
24.0,24,26.542301
12.0,12,27.143361
19.0,19,28.157824
20.0,20,29.173912
14.0,14,29.868847
46.0,46,32.269635
19.0,19,33.315001
22.0,22,34.411348
42.0,42,36.612673
22.0,22,37.719563
24.0,24,39.022809
15.0,15,39.828007
23.0,23,41.233306
27.0,27,42.622527
31.0,31,44.341901
94.0,94,49.229626
93.0,93,54.294465
74.0,74,58.225234
37.0,37,60.316042
200.0,200,70.939582
65.0,65,74.483462
200.0,200,85.068712
132.0,132,92.214514
200.0,200,102.900394
23.0,23,104.073642
200.0,200,114.891903
200.0,200,125.800163
200.0,200,136.351156
179.0,179,146.083488
96.0,96,151.32104
130.0,130,158.393299
200.0,200,169.429304
200.0,200,179.850835
200.0,200,190.620197
114.0,114,196.81391
200.0,200,207.406053
106.0,106,212.952093
200.0,200,223.578288
200.0,200,234.797356
200.0,200,245.55643
200.0,200,256.277819
200.0,200,267.415038
200.0,200,278.328997
200.0,200,289.616705
60.0,60,292.781876
200.0,200,303.984008
200.0,200,314.699122
200.0,200,325.756105
200.0,200,337.140352
168.0,168,346.16782
200.0,200,357.366245
177.0,177,367.308365
200.0,200,378.730353
200.0,200,389.785251
189.0,189,400.031048
110.0,110,406.425559
131.0,131,413.436263
200.0,200,424.752624
200.0,200,435.880105
162.0,162,445.223036
200.0,200,456.518767
200.0,200,467.888108
200.0,200,478.577057
200.0,200,489.475343
200.0,200,500.459393
200.0,200,512.06144
200.0,200,523.133294
200.0,200,534.779375
200.0,200,545.622997
200.0,200,556.717238
200.0,200,567.392009
