#{"t_start": 1532379210.912149, "env_id": "CartPole-v0"}
r,l,t
17.0,17,3.235547
14.0,14,3.258398
11.0,11,3.276261
40.0,40,3.346122
21.0,21,3.381792
19.0,19,3.415654
9.0,9,3.431068
15.0,15,3.455681
10.0,10,3.472084
26.0,26,3.513719
19.0,19,3.544372
53.0,53,3.626671
15.0,15,3.651212
19.0,19,3.681505
15.0,15,3.705327
62.0,62,3.803102
11.0,11,3.820447
13.0,13,3.840369
11.0,11,3.857685
22.0,22,3.89258
12.0,12,3.911162
30.0,30,3.95854
14.0,14,3.980596
23.0,23,4.016273
12.0,12,4.035673
23.0,23,4.071962
17.0,17,4.099411
18.0,18,4.127902
37.0,37,4.184851
18.0,18,4.213192
22.0,22,4.248512
11.0,11,4.26429
10.0,10,4.326662
13.0,13,4.633064
19.0,19,5.088228
8.0,8,5.552661
10.0,10,5.794526
9.0,9,6.013997
8.0,8,6.205327
10.0,10,6.445796
10.0,10,6.767752
10.0,10,7.05158
8.0,8,7.275494
9.0,9,7.492561
10.0,10,7.766529
8.0,8,7.959854
9.0,9,8.251712
9.0,9,8.467999
9.0,9,8.685446
10.0,10,8.92148
10.0,10,9.159629
10.0,10,9.491132
9.0,9,9.709119
10.0,10,9.950398
8.0,8,10.14346
10.0,10,10.385623
10.0,10,10.731936
8.0,8,10.922225
9.0,9,11.13485
9.0,9,11.348455
10.0,10,11.58518
8.0,8,11.775473
9.0,9,12.081964
10.0,10,12.325567
10.0,10,12.567671
10.0,10,12.811681
9.0,9,13.033998
9.0,9,13.464592
8.0,8,13.689733
9.0,9,13.935337
10.0,10,14.196422
9.0,9,14.436147
