#{"t_start": 1532379210.9248824, "env_id": "CartPole-v0"}
r,l,t
24.0,24,3.234281
12.0,12,3.253831
21.0,21,3.288043
24.0,24,3.331838
12.0,12,3.351773
19.0,19,3.385615
26.0,26,3.429719
25.0,25,3.470654
25.0,25,3.510884
18.0,18,3.539546
17.0,17,3.566669
10.0,10,3.582163
27.0,27,3.623784
44.0,44,3.694149
17.0,17,3.720797
14.0,14,3.742847
23.0,23,3.779469
18.0,18,3.807876
17.0,17,3.833753
15.0,15,3.858047
45.0,45,3.928898
12.0,12,3.947544
15.0,15,3.971169
14.0,14,3.993009
10.0,10,4.008508
22.0,22,4.043505
11.0,11,4.06108
28.0,28,4.105786
25.0,25,4.144279
18.0,18,4.172212
20.0,20,4.203872
30.0,30,4.25003
19.0,19,4.503652
18.0,18,4.929565
11.0,11,5.460699
10.0,10,5.710034
10.0,10,5.952707
10.0,10,6.19276
10.0,10,6.433156
9.0,9,6.729058
10.0,10,7.008882
9.0,9,7.262858
9.0,9,7.479989
8.0,8,7.705968
10.0,10,7.947276
9.0,9,8.239073
9.0,9,8.455457
9.0,9,8.672872
10.0,10,8.908844
9.0,9,9.123382
10.0,10,9.453528
9.0,9,9.672501
10.0,10,9.913623
9.0,9,10.130866
9.0,9,10.349002
10.0,10,10.692977
8.0,8,10.886079
9.0,9,11.098823
9.0,9,11.311755
9.0,9,11.5247
10.0,10,11.762843
9.0,9,12.069406
9.0,9,12.288892
10.0,10,12.531032
9.0,9,12.749866
11.0,11,13.021445
8.0,8,13.422685
8.0,8,13.647794
9.0,9,13.894181
9.0,9,14.131538
10.0,10,14.396366
10.0,10,14.657066
