#{"t_start": 1532378772.9923103, "env_id": "CartPole-v0"}
r,l,t
17.0,17,3.362942
14.0,14,3.385974
11.0,11,3.40409
40.0,40,3.474432
21.0,21,3.511685
19.0,19,3.544286
9.0,9,3.559256
15.0,15,3.583585
10.0,10,3.599766
26.0,26,3.640483
19.0,19,3.670311
53.0,53,3.754082
15.0,15,3.777906
19.0,19,3.807617
15.0,15,3.831413
62.0,62,3.929127
11.0,11,3.94624
13.0,13,3.966373
11.0,11,3.98656
22.0,22,4.023794
12.0,12,4.042599
30.0,30,4.092625
14.0,14,4.114615
23.0,23,4.150821
12.0,12,4.170127
23.0,23,4.206525
17.0,17,4.233786
18.0,18,4.262207
37.0,37,4.323677
18.0,18,4.352109
22.0,22,4.387671
11.0,11,4.404501
10.0,10,4.467999
13.0,13,4.78148
19.0,19,5.250333
8.0,8,5.642536
10.0,10,5.889351
9.0,9,6.115202
8.0,8,6.311314
10.0,10,6.555691
10.0,10,6.896486
10.0,10,7.1469
8.0,8,7.344418
9.0,9,7.567857
10.0,10,7.812587
8.0,8,8.006115
9.0,9,8.327371
9.0,9,8.551013
9.0,9,8.772772
10.0,10,9.024508
10.0,10,9.273495
10.0,10,9.623425
9.0,9,9.847258
10.0,10,10.094321
8.0,8,10.292938
10.0,10,10.540273
10.0,10,10.878059
8.0,8,11.085462
9.0,9,11.309418
9.0,9,11.534824
10.0,10,11.791544
8.0,8,11.993568
9.0,9,12.30534
10.0,10,12.552928
10.0,10,12.801389
10.0,10,13.047663
9.0,9,13.268095
9.0,9,13.626532
8.0,8,13.828999
9.0,9,14.054594
10.0,10,14.304662
9.0,9,14.530954
10.0,10,14.858202
9.0,9,15.080908
9.0,9,15.302236
9.0,9,15.524387
11.0,11,15.795763
9.0,9,16.020002
14.0,14,16.447051
10.0,10,16.694695
19.0,19,17.171411
11.0,11,17.537357
9.0,9,17.760816
8.0,8,17.961534
11.0,11,18.239718
10.0,10,18.490041
9.0,9,18.717154
9.0,9,19.022467
11.0,11,19.296112
9.0,9,19.521706
12.0,12,19.824351
10.0,10,20.076825
9.0,9,20.397563
10.0,10,20.650132
9.0,9,20.873306
10.0,10,21.123248
10.0,10,21.375262
8.0,8,21.71865
9.0,9,21.952664
9.0,9,22.17915
9.0,9,22.405118
9.0,9,22.630379
10.0,10,23.009132
10.0,10,23.275982
8.0,8,23.478679
10.0,10,23.730534
10.0,10,23.980972
8.0,8,24.177585
10.0,10,24.523828
10.0,10,24.78062
11.0,11,25.060773
10.0,10,25.312008
10.0,10,25.571934
9.0,9,25.893083
9.0,9,26.116201
10.0,10,26.369196
10.0,10,26.621253
9.0,9,26.846113
9.0,9,27.154444
10.0,10,27.405841
10.0,10,27.698223
10.0,10,27.951702
8.0,8,28.154673
9.0,9,28.471612
10.0,10,28.735557
14.0,14,29.087453
16.0,16,29.490145
15.0,15,29.952711
12.0,12,30.257409
15.0,15,30.632031
24.0,24,31.371795
21.0,21,31.895794
15.0,15,32.270244
23.0,23,32.978049
102.0,102,35.718682
47.0,47,37.006079
21.0,21,37.540463
63.0,63,39.207878
143.0,143,43.159349
184.0,184,48.199129
174.0,174,53.017081
197.0,197,58.231557
191.0,191,63.55722
189.0,189,68.796216
199.0,199,74.258844
161.0,161,78.732934
200.0,200,84.184609
190.0,190,89.45008
200.0,200,95.034514
200.0,200,100.532516
200.0,200,106.104035
200.0,200,111.686918
200.0,200,117.126954
200.0,200,122.636852
200.0,200,128.374196
200.0,200,133.834788
200.0,200,139.338601
200.0,200,144.854237
200.0,200,150.477187
200.0,200,155.917194
200.0,200,161.666824
200.0,200,167.197636
200.0,200,172.79782
200.0,200,178.287372
200.0,200,183.87978
200.0,200,189.500833
200.0,200,195.207773
200.0,200,200.675443
