#{"t_start": 1532378773.0071595, "env_id": "CartPole-v0"}
r,l,t
15.0,15,3.344937
10.0,10,3.361299
20.0,20,3.394387
15.0,15,3.41862
22.0,22,3.459746
21.0,21,3.496968
14.0,14,3.521316
17.0,17,3.549716
27.0,27,3.593332
11.0,11,3.610643
30.0,30,3.657201
12.0,12,3.675972
12.0,12,3.694908
27.0,27,3.737811
14.0,14,3.760131
12.0,12,3.778869
20.0,20,3.810395
23.0,23,3.846049
30.0,30,3.893914
24.0,24,3.931589
18.0,18,3.962376
14.0,14,3.985671
14.0,14,4.009125
19.0,19,4.038959
11.0,11,4.056381
15.0,15,4.082615
33.0,33,4.134573
12.0,12,4.153619
22.0,22,4.188656
46.0,46,4.261619
10.0,10,4.276983
29.0,29,4.326317
19.0,19,4.357041
26.0,26,4.39762
15.0,15,4.694556
16.0,16,5.085195
10.0,10,5.52535
9.0,9,5.75223
9.0,9,5.974295
10.0,10,6.223402
11.0,11,6.492338
10.0,10,6.827317
9.0,9,7.0577
10.0,10,7.305231
8.0,8,7.504191
9.0,9,7.723886
9.0,9,7.942488
10.0,10,8.288379
11.0,11,8.560782
10.0,10,8.808357
10.0,10,9.05969
8.0,8,9.258857
10.0,10,9.608811
10.0,10,9.857562
10.0,10,10.104139
8.0,8,10.30459
8.0,8,10.501361
10.0,10,10.83505
10.0,10,11.095381
8.0,8,11.294807
10.0,10,11.545626
9.0,9,11.776895
10.0,10,12.028365
9.0,9,12.34018
9.0,9,12.562905
10.0,10,12.811951
10.0,10,13.057556
10.0,10,13.302095
9.0,9,13.66339
8.0,8,13.864538
9.0,9,14.090457
10.0,10,14.338659
8.0,8,14.540725
10.0,10,14.868814
10.0,10,15.114978
9.0,9,15.337958
9.0,9,15.558536
10.0,10,15.805866
8.0,8,16.005382
9.0,9,16.306965
47.0,47,17.57213
11.0,11,17.847265
10.0,10,18.097043
9.0,9,18.32463
9.0,9,18.551599
9.0,9,18.856677
9.0,9,19.081743
10.0,10,19.331289
10.0,10,19.582168
9.0,9,19.81038
9.0,9,20.037447
10.0,10,20.382951
11.0,11,20.660303
11.0,11,20.933029
10.0,10,21.182764
11.0,11,21.563083
10.0,10,21.862661
9.0,9,22.089353
10.0,10,22.34082
10.0,10,22.590951
8.0,8,22.788102
8.0,8,23.133831
10.0,10,23.38729
9.0,9,23.614176
9.0,9,23.84265
9.0,9,24.065769
10.0,10,24.404421
8.0,8,24.613202
9.0,9,24.842611
9.0,9,25.07127
10.0,10,25.322591
10.0,10,25.584844
10.0,10,25.927385
9.0,9,26.151711
9.0,9,26.379878
10.0,10,26.631317
10.0,10,26.881648
9.0,9,27.189848
9.0,9,27.416256
8.0,8,27.657796
10.0,10,27.911262
9.0,9,28.140035
10.0,10,28.486429
10.0,10,28.746681
22.0,22,29.297662
15.0,15,29.677292
19.0,19,30.242743
16.0,16,30.64214
16.0,16,31.173401
31.0,31,31.956115
27.0,27,32.763347
39.0,39,33.742378
108.0,108,36.735788
33.0,33,37.578675
20.0,20,38.16171
83.0,83,40.355276
200.0,200,45.823242
199.0,199,51.252356
167.0,167,55.84497
179.0,179,60.714559
175.0,175,65.602705
200.0,200,71.090226
164.0,164,75.58599
177.0,177,80.542118
200.0,200,86.018457
200.0,200,91.54655
200.0,200,97.1292
200.0,200,102.662218
200.0,200,108.194383
200.0,200,113.758542
200.0,200,119.20341
200.0,200,124.77256
200.0,200,130.41864
200.0,200,135.913761
200.0,200,141.422333
200.0,200,146.94645
200.0,200,152.553363
200.0,200,158.003734
200.0,200,163.776774
200.0,200,169.409406
200.0,200,174.879618
200.0,200,180.361168
200.0,200,186.018407
200.0,200,191.600633
200.0,200,197.263025
200.0,200,202.814321
