#{"t_start": 1532378773.0134597, "env_id": "CartPole-v0"}
r,l,t
10.0,10,3.330396
22.0,22,3.366866
41.0,41,3.436809
16.0,16,3.466287
14.0,14,3.490776
18.0,18,3.521773
18.0,18,3.551542
15.0,15,3.575687
55.0,55,3.662045
10.0,10,3.677667
27.0,27,3.720309
72.0,72,3.83376
13.0,13,3.85394
15.0,15,3.877976
29.0,29,3.923802
41.0,41,3.992108
36.0,36,4.050249
20.0,20,4.084234
18.0,18,4.112345
14.0,14,4.134725
19.0,19,4.165038
10.0,10,4.18095
35.0,35,4.236766
34.0,34,4.292497
18.0,18,4.321705
13.0,13,4.342525
35.0,35,4.423206
40.0,40,5.596523
9.0,9,5.819772
9.0,9,6.045067
10.0,10,6.290493
9.0,9,6.510508
10.0,10,6.849344
9.0,9,7.077151
10.0,10,7.323652
9.0,9,7.547084
12.0,12,7.840341
10.0,10,8.181491
10.0,10,8.430836
10.0,10,8.676908
10.0,10,8.929552
8.0,8,9.127593
8.0,8,9.32931
10.0,10,9.675789
10.0,10,9.925872
9.0,9,10.148273
10.0,10,10.397101
10.0,10,10.641731
10.0,10,10.989626
10.0,10,11.238634
9.0,9,11.463209
10.0,10,11.719541
10.0,10,11.972828
9.0,9,12.28459
9.0,9,12.50778
8.0,8,12.706236
9.0,9,12.92883
8.0,8,13.124411
9.0,9,13.344911
10.0,10,13.73315
8.0,8,13.933213
9.0,9,14.159421
10.0,10,14.408935
11.0,11,14.684989
10.0,10,15.011454
9.0,9,15.231908
9.0,9,15.454466
9.0,9,15.676579
9.0,9,15.899082
10.0,10,16.226534
20.0,20,16.723959
10.0,10,16.973593
15.0,15,17.352154
10.0,10,17.690205
10.0,10,17.940792
9.0,9,18.167062
9.0,9,18.393881
10.0,10,18.645961
9.0,9,18.952355
10.0,10,19.199546
9.0,9,19.424648
10.0,10,19.677509
10.0,10,19.92993
9.0,9,20.249187
9.0,9,20.478033
9.0,9,20.703992
10.0,10,20.951842
10.0,10,21.201136
10.0,10,21.556912
10.0,10,21.856588
9.0,9,22.083253
9.0,9,22.309834
10.0,10,22.559297
10.0,10,22.807001
9.0,9,23.178948
8.0,8,23.381155
10.0,10,23.633178
9.0,9,23.861334
10.0,10,24.108274
10.0,10,24.451752
9.0,9,24.68259
10.0,10,24.938479
10.0,10,25.191023
8.0,8,25.391555
9.0,9,25.714885
9.0,9,25.945791
9.0,9,26.170881
10.0,10,26.423945
8.0,8,26.625202
10.0,10,26.87553
10.0,10,27.208632
8.0,8,27.410032
9.0,9,27.677452
9.0,9,27.905181
10.0,10,28.159502
9.0,9,28.48043
10.0,10,28.740559
20.0,20,29.241013
18.0,18,29.776993
14.0,14,30.135374
13.0,13,30.460701
24.0,24,31.196502
28.0,28,31.899966
22.0,22,32.581158
31.0,31,33.359214
21.0,21,33.969093
119.0,119,37.164441
55.0,55,38.629962
140.0,140,42.503344
163.0,163,46.90358
167.0,167,51.423608
179.0,179,56.316209
194.0,194,61.683659
160.0,160,66.140032
200.0,200,71.573931
156.0,156,75.862778
200.0,200,81.411123
200.0,200,86.891223
200.0,200,92.438242
200.0,200,98.005488
200.0,200,103.548303
200.0,200,109.067235
200.0,200,114.61367
200.0,200,120.082711
200.0,200,125.651643
200.0,200,131.33399
200.0,200,136.790268
200.0,200,142.304785
200.0,200,147.947843
200.0,200,153.422933
200.0,200,158.88326
200.0,200,164.649555
200.0,200,170.282895
200.0,200,175.740339
200.0,200,181.304185
200.0,200,186.889052
200.0,200,192.480164
200.0,200,198.122967
200.0,200,203.671582
