#{"t_start": 1532378772.9834652, "env_id": "CartPole-v0"}
r,l,t
18.0,18,3.373337
41.0,41,3.440435
30.0,30,3.495949
37.0,37,3.559769
23.0,23,3.597118
28.0,28,3.641838
12.0,12,3.660136
41.0,41,3.724372
18.0,18,3.753517
22.0,22,3.788238
29.0,29,3.833716
13.0,13,3.85424
34.0,34,3.907471
10.0,10,3.923524
20.0,20,3.955069
21.0,21,3.990542
9.0,9,4.004732
14.0,14,4.029192
19.0,19,4.059228
23.0,23,4.09823
30.0,30,4.145052
13.0,13,4.166028
12.0,12,4.184798
19.0,19,4.215308
29.0,29,4.261558
28.0,28,4.307919
23.0,23,4.345055
15.0,15,4.368935
14.0,14,4.391671
23.0,23,4.452724
17.0,17,4.862717
11.0,11,5.133381
12.0,12,5.626042
10.0,10,5.873853
9.0,9,6.099039
10.0,10,6.344281
8.0,8,6.539998
9.0,9,6.850799
9.0,9,7.081067
9.0,9,7.303984
9.0,9,7.52769
10.0,10,7.771703
10.0,10,8.014897
11.0,11,8.385452
8.0,8,8.584227
10.0,10,8.831748
9.0,9,9.058069
10.0,10,9.306798
9.0,9,9.632196
8.0,8,9.831565
9.0,9,10.054185
9.0,9,10.275871
10.0,10,10.5248
11.0,11,10.886816
11.0,11,11.168382
9.0,9,11.394179
10.0,10,11.64678
10.0,10,11.900155
10.0,10,12.237578
10.0,10,12.488465
8.0,8,12.686738
10.0,10,12.93351
9.0,9,13.153899
10.0,10,13.518156
10.0,10,13.787529
10.0,10,14.03804
10.0,10,14.289008
8.0,8,14.488879
10.0,10,14.739896
9.0,9,15.041033
10.0,10,15.285994
9.0,9,15.508535
10.0,10,15.755316
11.0,11,16.028746
10.0,10,16.355271
8.0,8,16.554416
21.0,21,17.077931
10.0,10,17.331812
13.0,13,17.744759
9.0,9,17.970318
10.0,10,18.222516
10.0,10,18.473908
10.0,10,18.725936
8.0,8,19.006373
9.0,9,19.229075
10.0,10,19.478974
10.0,10,19.731621
9.0,9,19.959481
9.0,9,20.278627
9.0,9,20.507586
9.0,9,20.73349
9.0,9,20.956457
8.0,8,21.157074
9.0,9,21.384065
10.0,10,21.783161
9.0,9,22.011047
9.0,9,22.239619
9.0,9,22.464008
8.0,8,22.663754
10.0,10,23.048211
11.0,11,23.335895
10.0,10,23.588082
9.0,9,23.815435
9.0,9,24.039355
10.0,10,24.369412
8.0,8,24.586505
9.0,9,24.815067
9.0,9,25.044418
9.0,9,25.270509
8.0,8,25.471495
10.0,10,25.82572
10.0,10,26.074843
9.0,9,26.30053
9.0,9,26.528542
10.0,10,26.780148
9.0,9,27.088081
10.0,10,27.33968
8.0,8,27.561524
8.0,8,27.782174
8.0,8,27.986023
10.0,10,28.240096
8.0,8,28.537823
10.0,10,28.795107
14.0,14,29.146736
17.0,17,29.573935
15.0,15,30.038276
15.0,15,30.4153
13.0,13,30.740437
13.0,13,31.196899
17.0,17,31.630786
19.0,19,32.103488
19.0,19,32.711538
98.0,98,35.333192
65.0,65,37.092257
16.0,16,37.499057
21.0,21,38.109014
84.0,84,40.328253
200.0,200,45.796619
200.0,200,51.250791
188.0,188,56.370785
185.0,185,61.506937
159.0,159,65.939382
200.0,200,71.371605
164.0,164,75.866621
200.0,200,81.415426
200.0,200,86.894465
200.0,200,92.44055
183.0,183,97.583477
200.0,200,103.109914
200.0,200,108.63285
200.0,200,114.190981
200.0,200,119.637147
200.0,200,125.216529
200.0,200,130.886554
200.0,200,136.354925
200.0,200,141.864517
200.0,200,147.503236
200.0,200,152.993848
200.0,200,158.444068
200.0,200,164.212192
200.0,200,169.851935
200.0,200,175.315161
200.0,200,180.860439
200.0,200,186.456261
200.0,200,192.042921
200.0,200,197.693974
200.0,200,203.245599
