#{"t_start": 1532378772.985389, "env_id": "CartPole-v0"}
r,l,t
12.0,12,3.361578
11.0,11,3.379564
21.0,21,3.414181
24.0,24,3.454281
15.0,15,3.483114
15.0,15,3.510552
14.0,14,3.534586
18.0,18,3.564341
13.0,13,3.585669
10.0,10,3.601843
11.0,11,3.619773
9.0,9,3.633769
14.0,14,3.655137
34.0,34,3.708484
20.0,20,3.739691
25.0,25,3.780062
22.0,22,3.814514
27.0,27,3.85689
16.0,16,3.881714
16.0,16,3.90727
13.0,13,3.928321
8.0,8,3.940706
13.0,13,3.960905
18.0,18,3.991827
11.0,11,4.010429
16.0,16,4.037153
15.0,15,4.06049
18.0,18,4.091447
10.0,10,4.107306
16.0,16,4.13255
38.0,38,4.192596
21.0,21,4.226523
41.0,41,4.29083
20.0,20,4.324821
10.0,10,4.34161
13.0,13,4.362234
22.0,22,4.397696
58.0,58,5.624153
9.0,9,5.847352
10.0,10,6.09715
8.0,8,6.293685
10.0,10,6.538093
10.0,10,6.877014
9.0,9,7.104689
9.0,9,7.326744
9.0,9,7.550114
10.0,10,7.794653
11.0,11,8.150675
8.0,8,8.358835
10.0,10,8.606605
10.0,10,8.855134
9.0,9,9.081202
10.0,10,9.329571
9.0,9,9.65473
8.0,8,9.854152
9.0,9,10.076761
10.0,10,10.325828
9.0,9,10.547159
9.0,9,10.856514
9.0,9,11.09234
10.0,10,11.341165
9.0,9,11.567098
10.0,10,11.823427
9.0,9,12.049907
9.0,9,12.36168
9.0,9,12.584236
10.0,10,12.833451
9.0,9,13.054559
9.0,9,13.274992
9.0,9,13.633414
10.0,10,13.885977
9.0,9,14.111929
9.0,9,14.335904
10.0,10,14.586947
10.0,10,14.915362
10.0,10,15.161357
8.0,8,15.359432
9.0,9,15.580014
10.0,10,15.82735
9.0,9,16.052671
10.0,10,16.378127
11.0,11,16.651718
25.0,25,17.277041
13.0,13,17.69295
11.0,11,17.968415
10.0,10,18.220616
9.0,9,18.446871
9.0,9,18.673689
9.0,9,18.980008
10.0,10,19.227185
10.0,10,19.477254
9.0,9,19.705193
12.0,12,20.007634
10.0,10,20.352197
10.0,10,20.606912
10.0,10,20.855703
9.0,9,21.078771
8.0,8,21.278104
8.0,8,21.58454
10.0,10,21.884126
10.0,10,22.136
9.0,9,22.362358
9.0,9,22.586832
10.0,10,22.834609
8.0,8,23.18118
9.0,9,23.408778
10.0,10,23.660707
10.0,10,23.913862
9.0,9,24.135892
10.0,10,24.479391
8.0,8,24.684983
9.0,9,24.915035
10.0,10,25.168803
9.0,9,25.394176
9.0,9,25.711661
9.0,9,25.94889
10.0,10,26.198447
8.0,8,26.401302
10.0,10,26.652848
8.0,8,26.853012
10.0,10,27.186413
8.0,8,27.387688
9.0,9,27.652502
9.0,9,27.880761
9.0,9,28.110961
10.0,10,28.445401
9.0,9,28.690831
14.0,14,29.043691
16.0,16,29.445534
17.0,17,29.959607
19.0,19,30.438529
24.0,24,31.041059
19.0,19,31.654387
24.0,24,32.25185
17.0,17,32.809833
24.0,24,33.411955
40.0,40,34.500794
200.0,200,39.919441
200.0,200,45.389366
200.0,200,50.844707
174.0,174,55.539858
174.0,174,60.333225
195.0,195,65.750321
200.0,200,71.241665
195.0,195,76.628085
189.0,189,81.878069
200.0,200,87.35768
191.0,191,92.598693
200.0,200,98.159756
200.0,200,103.701188
200.0,200,109.224552
200.0,200,114.767533
200.0,200,120.246233
200.0,200,125.807544
200.0,200,131.490221
200.0,200,136.945603
200.0,200,142.462133
200.0,200,148.105418
200.0,200,153.57607
200.0,200,159.040645
200.0,200,164.807209
200.0,200,170.436387
200.0,200,175.893989
200.0,200,181.462219
200.0,200,187.04656
200.0,200,192.639157
200.0,200,198.277518
200.0,200,203.825402
