#{"t_start": 1532378772.9972308, "env_id": "CartPole-v0"}
r,l,t
24.0,24,3.369532
12.0,12,3.389461
21.0,21,3.423714
24.0,24,3.467663
12.0,12,3.489812
19.0,19,3.522983
26.0,26,3.565828
25.0,25,3.606371
25.0,25,3.645078
18.0,18,3.673215
17.0,17,3.700131
10.0,10,3.71552
27.0,27,3.758763
44.0,44,3.82819
17.0,17,3.854373
14.0,14,3.876222
23.0,23,3.913549
18.0,18,3.941489
17.0,17,3.967849
15.0,15,3.99558
45.0,45,4.067737
12.0,12,4.089466
15.0,15,4.112995
14.0,14,4.134725
10.0,10,4.150769
22.0,22,4.185732
11.0,11,4.203318
28.0,28,4.248059
25.0,25,4.286889
18.0,18,4.31892
20.0,20,4.350576
30.0,30,4.398147
19.0,19,4.656532
18.0,18,5.094914
11.0,11,5.560146
10.0,10,5.811038
10.0,10,6.061043
10.0,10,6.306591
10.0,10,6.550968
9.0,9,6.865397
10.0,10,7.117762
9.0,9,7.339675
9.0,9,7.563098
8.0,8,7.758176
10.0,10,8.001372
9.0,9,8.322656
9.0,9,8.546279
9.0,9,8.76801
10.0,10,9.019781
9.0,9,9.243634
10.0,10,9.592426
9.0,9,9.818034
10.0,10,10.065131
9.0,9,10.288241
9.0,9,10.511268
10.0,10,10.844957
8.0,8,11.05589
9.0,9,11.279162
9.0,9,11.504675
9.0,9,11.735462
10.0,10,11.988852
9.0,9,12.300595
9.0,9,12.523811
10.0,10,12.771537
9.0,9,12.994281
11.0,11,13.263372
8.0,8,13.594743
8.0,8,13.798762
9.0,9,14.024498
9.0,9,14.250609
10.0,10,14.500909
10.0,10,14.751289
10.0,10,15.07616
9.0,9,15.297539
10.0,10,15.543998
8.0,8,15.741749
10.0,10,15.990005
10.0,10,16.316863
10.0,10,16.565733
19.0,19,17.03928
12.0,12,17.343246
10.0,10,17.681337
9.0,9,17.907162
10.0,10,18.157477
9.0,9,18.384395
10.0,10,18.637296
10.0,10,18.96838
9.0,9,19.190877
9.0,9,19.415681
10.0,10,19.668666
10.0,10,19.921076
8.0,8,20.213995
9.0,9,20.442794
10.0,10,20.694925
10.0,10,20.942936
9.0,9,21.167969
9.0,9,21.395735
8.0,8,21.742475
9.0,9,21.9729
9.0,9,22.200115
9.0,9,22.425756
11.0,11,22.699172
9.0,9,23.063354
9.0,9,23.296693
9.0,9,23.524078
8.0,8,23.72581
10.0,10,23.976224
10.0,10,24.221765
10.0,10,24.573174
9.0,9,24.801695
9.0,9,25.030892
9.0,9,25.256983
9.0,9,25.48395
10.0,10,25.837888
9.0,9,26.061359
10.0,10,26.314302
10.0,10,26.566101
9.0,9,26.791605
10.0,10,27.124635
10.0,10,27.376137
11.0,11,27.693477
9.0,9,27.921168
10.0,10,28.175488
9.0,9,28.496323
10.0,10,28.756575
17.0,17,29.182544
15.0,15,29.560405
15.0,15,30.024746
19.0,19,30.5016
15.0,15,30.877867
31.0,31,31.792192
19.0,19,32.265359
19.0,19,32.872811
21.0,21,33.400336
105.0,105,36.221036
33.0,33,37.153998
46.0,46,38.394919
134.0,134,42.099271
139.0,139,45.808095
200.0,200,51.26227
183.0,183,56.257414
200.0,200,61.777347
154.0,154,66.080237
196.0,196,71.410409
197.0,197,76.847867
200.0,200,82.37636
200.0,200,87.884725
200.0,200,93.502374
200.0,200,98.970328
200.0,200,104.530449
200.0,200,110.136825
200.0,200,115.575754
200.0,200,121.07961
200.0,200,126.696788
200.0,200,132.306622
200.0,200,137.77733
200.0,200,143.29516
200.0,200,148.930902
200.0,200,154.383462
200.0,200,160.096158
200.0,200,165.636764
200.0,200,171.243287
200.0,200,176.712692
200.0,200,182.300091
200.0,200,187.901631
200.0,200,193.462835
200.0,200,199.121737
